ID,PRICE(€),SIZE(m^2)
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
38779880,1200,80
38653736,1650,75
38786550,3500,132
38294536,2250,200
38786473,1650,72
38609559,1650,65
38786479,1800,62
37581150,1650,70
38786107,1500,100
38731548,1800,73
38785667,1800,120
38529921,1950,125
38776146,1100,35
37853700,2300,120
38784833,1650,70
38540603,1650,65
38784733,1800,86
38358521,3300,142
38783710,1650,65
38162106,2700,122
38783688,2575,120
38162104,2600,110
38783528,1250,75
38041534,2700,122
38783403,625,25
38494547,2000,60
38783238,1300,70
37749045,1750,90
38783092,1200,77
38165876,1750,90
