ID,PRICE(€),SIZE(m^2)
25635901,720,54
38835707,800,67
38844600,720,40
38835372,1350,100
38841288,1300,80
38679175,1685,110
38621409,1520,110
38774631,1650,140
38534632,2000,78
38605837,1400,75
38374981,1800,132
38327239,1800,135
38764994,875,60
38696019,1150,50
38548930,2000,85
38459498,1800,85
38801204,1650,140
38542784,900,70
37735663,1350,100
33718985,2750,70
38587282,1600,125
38796633,1300,86
38756550,1700,115
38694307,1700,94
38334246,2300,268
37118037,1300,50
38360053,1700,110
38370958,950,60
38573554,1415,126
38766930,1650,140
38775034,1650,140
38575205,2650,120
38339006,875,60
38506610,1300,160
38456856,1500,89
38420519,900,88
35646366,2300,152
30644658,1850,161
38507220,1415,126
37182644,1300,86
38675173,1500,150
38181966,1590,125
37779611,1200,90
38701390,1150,57
37334359,1850,120
