ID,PRICE(€),SIZE(m^2)
38865418,1100,47
38862477,675,60
38865312,1490,100
38641547,900,40
38864997,975,57
38861932,1600,115
38856672,1300,80
38081635,1100,65
38847645,1100,65
38844012,1600,115
38839857,2000,105
38865936,850,80
36675435,950,60
35065125,1400,102
38752875,1450,110
38812815,1500,108
38392216,1550,94
899751,1550,94
38111449,1600,105
38741085,845,50
38677709,1600,65
38647533,1100,73
35486298,1250,57
37896803,1025,99
38441943,1750,67
38803454,950,65
38796152,975,50
38747790,1250,75
38701813,1800,90
38682525,800,38
38555270,1600,111
38097768,1750,90
38707929,1800,120
37863071,1750,92
38424148,1600,78
36960726,915,72
34336087,1450,97
37532636,1300,100
38758908,1900,110
38691514,1800,99
38425867,1550,122
38458041,1600,100
38112278,1600,105
38696417,1150,85
38450356,1500,82
38772978,700,51
38772699,700,44
38139616,1600,102
38182279,1600,100
38095487,1300,65
38095384,1500,75
38672777,1450,95
38519964,1200,118
38379522,1600,105
38748330,945,56
38112994,1000,75
38043072,1600,105
35861573,1800,100
34805311,600,46
38840277,1800,90
28438670,1300,110
