ID,PRICE(€),SIZE(m^2)
38851571,1100,85
38762661,850,65
38843635,970,90
38702590,700,70
38838586,850,65
38836509,950,77
38836785,950,105
38559950,1300,113
38803044,1400,81
36516579,875,65
38823534,875,60
38819360,850,65
38829449,850,65
38815281,875,62
38833766,1200,90
38544592,980,66
38547413,1100,75
38762419,850,67
38698868,850,62
38832497,850,65
38829621,850,65
36880290,1200,91
38751520,1200,75
38344932,890,70
38752325,850,65
38664700,950,85
38775633,800,48
38742584,875,65
38694254,1250,105
38695727,1100,78
38824081,875,65
38256797,1490,121
38662754,840,61
38853727,850,65
