ID,PRICE(€),SIZE(m^2)
38865711,975,80
38865452,775,66
38865205,950,60
38862753,1050,100
38862703,1150,97
38862408,1600,95
38849744,500,25
38842121,695,45
38837291,950,97
38835710,1200,78
38835530,700,40
38696820,950,100
38817341,890,70
38726309,1600,95
38123450,890,75
38819677,900,65
38801818,1050,99
38786358,890,51
38543973,1700,94
38424131,1300,80
38183530,950,77
38438668,30600,460
38248824,1350,120
32510571,900,58
37878844,985,114
38647747,1200,80
38645895,1600,95
38185626,995,60
37730017,950,65
38830672,1000,75
38788456,450,20
38652780,950,65
791036,1390,99
38461404,890,70
38834837,850,70
38802770,850,50
37861972,750,54
38107473,1200,80
34450414,600,53
38734674,850,75
37402725,700,48
37402724,750,51
33756811,950,70
38161071,750,67
37059152,1125,120
38555745,875,100
