ID,PRICE(€),SIZE(m^2)
38857074,2960,185
38761920,1070,82
1515087,750,50
38852521,890,72
38850060,1370,115
38840879,1200,100
38837843,900,55
38814803,850,25
38789027,2800,250
38618808,900,65
38571014,1400,45
38613946,2800,233
38785539,900,73
35857409,1150,75
38794594,1300,96
38836685,1200,115
34397344,950,88
35630568,1200,85
38648587,950,77
37211281,1500,82
38664720,1500,110
25601615,1370,125
34063079,1500,70
38751990,750,56
38774522,1370,117
38480774,2960,185
38616237,1500,150
38797379,1250,90
38378437,779,65
38803488,750,65
35785815,1090,75
37993103,871,66
38712965,930,70
38347968,850,75
37348556,1500,82
38695011,725,60
38797384,850,30
38802208,850,65
38604644,900,30
38352531,725,50
38765856,1250,100
34120811,1450,120
38602050,850,30
38508601,1300,102
35113550,1300,52
38748744,775,58
38531587,950,65
38573557,1470,152
38367419,1050,100
38726834,750,68
38612402,915,89
38658410,1000,93
38302618,850,68
38617242,1000,75
38088461,1250,75
38618649,1000,90
38557861,850,90
38382755,900,75
38370542,1300,81
38492234,1250,75
38333285,1300,140
38125181,900,80
