ID,PRICE(€),SIZE(m^2)
38865758,1350,95
38857638,890,41
38865519,850,45
38851326,1400,104
38865007,820,50
38820461,2250,150
38864218,1000,100
38512237,1100,85
38863588,950,68
38744758,1250,67
38863608,880,35
25793717,1300,80
38863049,900,50
38353255,950,65
38862436,850,52
38536504,1100,80
38862385,1150,50
38773225,930,58
38862288,1100,65
36442722,750,35
38862143,1200,60
38758834,1050,75
38861831,1000,80
38739623,1050,65
38854275,795,58
32165004,1400,43
38857038,1100,40
38856825,1100,40
38856625,1100,40
38856611,700,50
38855464,1390,45
38855320,1600,98
38854979,1600,80
38854791,1100,40
38854546,960,79
38854116,1750,150
38843916,1945,38
38853886,1200,50
38853895,1100,35
38853881,1200,66
38853765,820,25
38852415,1200,50
38852204,1200,50
35471620,950,40
38850686,850,45
37234042,4900,235
38848736,1280,62
38798701,1050,58
38847540,850,30
38845869,1200,42
38844706,890,41
28876545,1000,95
38842402,780,51
38841275,890,47
38841115,950,36
38773042,990,50
38838600,900,60
38837613,1050,55
38836981,850,24
38836270,890,45
38835840,890,50
37231534,4900,240
38865871,1600,80
2069218,847,65
37815387,1450,124
38861920,1100,80
38712080,1300,80
38472835,800,48
25491912,850,50
35982962,900,50
38786026,990,43
38818101,1150,60
38757300,730,32
38819845,950,65
35192813,1020,60
38784575,990,36
38694964,990,50
36910486,900,82
38838437,1350,110
38791125,1080,55
38523344,1100,76
38456126,2700,142
38786429,760,45
38536046,1050,61
38503000,890,48
30534313,800,60
38603585,1000,41
38605616,1354,70
38547124,900,50
38821665,1350,38
38762157,1500,110
37691904,890,30
38383948,1050,70
38301714,1300,70
38745268,1400,60
38728517,1450,55
38696644,1900,65
31427824,1000,55
38799321,800,46
30068904,1250,80
38379223,1175,91
30960043,1100,65
37804814,1400,90
31424910,1300,65
38833049,1400,104
38829748,1200,70
38762602,1350,110
38667386,850,40
38534835,1200,80
32322217,1000,45
38084593,2500,150
37890049,1350,65
37815977,1350,65
37797701,1250,48
38820378,850,47
38804225,1300,62
38716706,1150,50
38573232,1450,40
38561195,1600,100
572738,1600,55
38555465,1850,80
38534328,895,55
38383126,1275,55
38378983,890,80
38802516,1300,70
38470028,1500,65
38352294,950,45
37679327,1620,55
38810967,1390,120
38788562,2900,168
38457475,1800,98
38447647,1200,70
38389575,1200,43
31941302,1020,60
38260819,1450,75
37926432,1050,50
37806398,950,40
37804283,1050,65
37796807,1190,36
38721283,1380,115
38534300,800,50
38518098,900,51
38469050,1800,98
38459292,2000,120
30859422,1700,170
38424312,3000,170
