ID,PRICE(€),SIZE(m^2)
38815598,1250,75
38770568,1100,60
38815418,1050,55
38814135,1100,51
38808935,1100,47
38803425,1800,76
38803392,1200,75
38802032,740,55
38798436,870,56
38799428,850,65
38796521,800,64
38788446,900,62
27192811,750,80
38788151,1400,82
38786467,800,71
38785302,900,77
38785174,900,77
38782893,1200,68
32130961,788,45
38744510,1400,85
27404160,850,67
38746389,825,56
38331643,600,25
38691985,1700,95
38653670,950,30
38622011,1200,67
38763458,1300,80
38762828,1800,80
38760772,1400,80
34665900,1350,70
38771680,1500,112
38731163,1400,80
38540456,1800,80
38575282,1100,55
38560068,1300,60
38745652,1300,70
38498311,1000,60
38495760,1100,60
34296954,950,48
38684985,1200,67
36438954,1250,55
38184488,1800,110
37806903,1800,80
38595064,1600,85
38557898,1000,70
38488580,1850,87
38450259,1800,113
38612382,1315,83
38762408,1300,50
38762215,900,77
37284483,900,60
38729297,990,50
38765855,1200,73
38756106,1000,60
38693772,1900,137
38569684,1100,64
38461192,1100,62
38777002,650,50
37450823,1300,80
35137350,1300,90
37976354,1850,95
38766996,950,60
38646678,1000,52
38575281,1100,57
38442915,1350,82
38035255,1500,107
36932724,1850,88
38758083,850,55
38748158,1350,50
38232243,1200,65
38375348,975,48
34097694,1400,60
32819851,1450,80
37396433,1250,68
33775831,2300,65
38692229,1315,84
38644003,1315,69
38143196,950,65
37941851,2200,100
37935468,925,52
37935378,835,49
38555151,960,68
38490157,1300,70
37938952,1250,68
38135730,800,44
38135729,900,48
38695667,1500,50
38637817,1200,55
38565992,1100,85
38565987,1400,85
38457396,960,68
37638311,1800,80
38755718,850,40
38695886,1200,60
38695818,1000,60
38694778,1300,60
38613949,1600,57
38573549,925,51
38495481,1700,85
38459075,1450,75
38370422,875,35
38367934,1095,70
38771986,1100,51
38658056,1350,60
38101653,1300,100
38673808,825,50
38664911,976,50
37796564,1100,48
37562739,900,93
38558028,1100,62
38557869,1400,86
36705045,950,52
36218263,2880,75
38524979,1200,55
38650724,1200,40
38650721,1000,52
1849946,1200,50
38108523,1100,65
37447540,1300,80
37290234,1250,45
34356685,900,53
38409999,775,20
38731896,1100,90
38704731,1000,55
38532252,900,60
38565997,1150,62
33252274,600,30
38523412,1095,70
38331744,900,65
38713154,1100,50
38534507,1700,90
37428856,900,102
38379538,1050,50
38077627,800,51
37744586,1200,55
38662756,1315,83
38322855,850,50
37764924,1150,65
38604238,1350,60
38436837,1100,51
38322853,3000,160
37888301,1650,94
38651971,735,40
