ID,Street name,City,Lat/Lon,Furniture,Buses
1161,Pg de Torras i Bages-Palomar,BARCELONA,41.4423392 / 2.1907393,Marquesina,35 40 B20 N9 
1162,Pla del Palau (Marquesa-Gral. Castaños),BARCELONA,41.3879170 / 2.1699187,Pal,39 
1163,Pg Picasso-Princesa,BARCELONA,41.3873100 / 2.1835198,Pal,14 39 51 
1164,Pla del Palau-Marquesa,BARCELONA,41.3825606 / 2.1850401,Marquesina (x2),36 57 59 64 157 N0 N6 
1166,Av Meridiana-Estació d'Autobusos Fabra i Puig,BARCELONA,41.4306028 / 2.1830495,Marquesina,62 96 126 N3 
1167,C A P Sant Andreu,BARCELONA,41.43181 / 2.18320,Pal,62 96 126 N3 
1168,S'Agaró-Llosa,BARCELONA,41.4492787 / 2.1875738,Pal,50 51 76 
1170,Riera d'Horta-Vèlia,BARCELONA,41.4278892 / 2.1803365000000667,Pal,26 
1171,Mina de la ciutat Jaume Pinent,BARCELONA,41.4479086 / 2.1751890,Pal,11 32 127 
1172,Via Favència-I E S Guineueta,BARCELONA,41.4434908 / 2.1722901,Pal,11 32 60 127 
1173,Gran Via-Pl Ildefons Cerdà,BARCELONA,41.3659035 / 2.1373494,Marquesina,09 37 46 65 79 109 L70 L72 L80 L81 L86 L87 L94 L95 N1 N15 N16 N17 
1174,Artesania-Antonio Machado,BARCELONA,41.4452183 / 2.1710430,Pal,27 127 81 
1175,Almagro-Quarter de Simancas,BARCELONA,41.4443500 / 2.1723283,Pal,11 32 
1176,Via Favència-Palamós,BARCELONA,41.4465374 / 2.1842707,Pal,60 76 127 132 
1178,Pont del Treball-Cantàbria,BARCELONA,41.4219896 / 2.1971017,Pal,26 40 
1179,Rambla de Prim-Ronda Sant Martí,BARCELONA,41.4273714 / 2.1977199,Pal,33 
1180,Rambla de Prim-Cantàbria,BARCELONA,41.4249962 / 2.2008658,Marquesina,36 B24 N8 
1181,Rambla de Prim-Menorca,BARCELONA,41.4235609 / 2.2027598,Marquesina,33 36 B24 N8 
1185,Av Paral·lel-Av Mistral,BARCELONA,41.3751354 / 2.152429600000005,Pal,37 46 57 61 65 79 157 165 
1186,Tenerife-Torre Dulac,BARCELONA,41.4164091 / 2.1637990,Pal,114 
1187,Camí de Sant Genís-Natzaret,BARCELONA,41.4281291 / 2.1372240,Pal,19 76 
1188,Natzaret-Av Jordà,BARCELONA,41.4276276 / 2.1369972,Pal,112 
1189,Cantàbria-Rambla de Guipúscoa,BARCELONA,41.4194066 / 2.2017395,Pal,26 40 
1190,Bac de Roda-Pl de la Infància,BARCELONA,41.4132698 / 2.1966427,Marquesina,71 N8 
1191,Bilbao-Concili de Trento,BARCELONA,41.4113773 / 2.1920582,,192 
1192,Rambla de Prim-Rambla de Guipúscoa,BARCELONA,41.4217834 / 2.2051176,Pal,36 B21 
1193,Jorge Manrique-Can Travi,BARCELONA,41.4316019 / 2.1495236,Pal,10 
1194,Badal-Constitució,BARCELONA,41.3686384 / 2.1328097,Pal,72 
1195,Viaducte de Vallcarca-Pl Mons,BARCELONA,41.4131030 / 2.1442691,Pal,28 92 N5 
1196,Doctor Ribas i Perdigó-Lleó XIII,BARCELONA,41.4149359 / 2.1358701,Pal,60 123 
1204,Pg de Santa Coloma-Pl de la Modernitat,BARCELONA,41.4462207 / 2.1934830,Marquesina,11 35 60 B16 B19 B20 N9 
1205,Pg de Santa Coloma-Tiana,BARCELONA,41.4483543 / 2.1995766,Marquesina,11 35 60 B16 B19 B20 N9 
1207,Mallorca-Pg de Gràcia,BARCELONA,41.3933778 / 2.1618328,Marquesina,20 43 44 
1208,Pl de Catalunya-Rambla Catalunya,BARCELONA,41.4210193 / 2.1808423,Marquesina (x2),67 68 N1 N2 N3 N6 N8 
1209,Gran Via-Rambla Catalunya,BARCELONA,41.3879730 / 2.1664645,Pal,07 50 54 56 62 66 67 68 
1210,Pl de Catalunya-Pg de Gràcia,BARCELONA,41.3878279 / 2.1694294,Marquesina,24 41 42 55 141 
1214,Pl. Sanllehy (Pablo Saez Bares-Ramiro de Maeztu),BARCELONA,41.3879170 / 2.1699187,Pal,24 92 
1215,Ramiro de Maeztu-Miquel Sants Oliver,BARCELONA,41.4152485 / 2.1584458,Pal,24 92 
1216,Ctra del Carmel-Parc Güell,BARCELONA,41.4157487 / 2.1554598,Pal,24 92 
1217,Ctra del Carmel-Albert Llanas,BARCELONA,41.4165030 / 2.1565022,Pal,24 92 
1218,Ctra del Carmel-Pl Raimon Casellas,BARCELONA,41.4168762 / 2.1588662,Pal,24 92 
1219,Ctra del Carmel-Can Xirot,BARCELONA,41.4170135 / 2.1564914,Pal,24 92 
1220,Parc Güell,BARCELONA,41.4143183 / 2.1517774,Pal,24 92 
1221,Ctra del Carmel-Ramiro de Maeztu,BARCELONA,41.4156871 / 2.1568370,Pal,24 92 
1222,Ramiro de Maeztu-Av Pompeu Fabra,BARCELONA,41.4149251 / 2.1586376,Pal,24 92 
1223,Ramiro de Maeztu-C N Catalunya,BARCELONA,41.4158232 / 2.1568267,Pal,24 92 
1224,Mallorca-Rogent,BARCELONA,41.4103715 / 2.1844916,Marquesina,33 34 35 43 44 B20 N9 
1225,Sant Antoni Maria Claret-Roger de Flor,BARCELONA,41.4049418 / 2.1659091,Pal,15 20 45 47 N4 
1226,Pg Pujades-Nàpols,BARCELONA,41.3905030 / 2.1853986,Pal,14 41 
1227,Mallorca-Roger de Flor,BARCELONA,41.4005051 / 2.1712927,Marquesina,19 33 34 43 44 50 51 B20 B24 N1 N7 
1228,València-Pg de Sant Joan,BARCELONA,41.3989462 / 2.1717350,Marquesina,19 43 44 50 51 B20 B24 N1 N7 
1229,Pl Tetuan-Gran Via,BARCELONA,41.3951348 / 2.1763450,Marquesina (x2),54 B21 N2 N3 N9 
1230,Gran Via-Roger de Flor,BARCELONA,41.3963987 / 2.1771514,Pal,06 07 56 62 B21 N2 N3 
1231,Almogàvers-Roger de Flor,BARCELONA,41.3918224 / 2.1828246,Marquesina,40 42 141 B25 N11 
1232,Pg Maragall-Ronda Guinardó,BARCELONA,41.4242687 / 2.1770632,Pal,19 45 47 50 51 N1 N4 
1233,Padilla-Travessera de Gràcia,BARCELONA,41.4103943 / 2.1711769,Pal,10 
1234,Padilla-Mas Casanovas,BARCELONA,41.4116854 / 2.1695074,Pal,10 
1235,Pg Maragall-Av Frederic Rahola,BARCELONA,41.4278235 / 2.1647109,Marquesina,19 45 N4 
1236,Pedrell-Font d'en Fargas,BARCELONA,41.4245068 / 2.1662029,Pal,39 117 
1237,Pedrell-Av Frederic Rahola,BARCELONA,41.4242878 / 2.1684148,Pal,39 117 
1238,Estadi del Futbol Club Barcelona,BARCELONA,41.3804850 / 2.1215900,Marquesina,15 75 L12 
1240,Av Meridiana-Av Rio de Janeiro,BARCELONA,41.4430819 / 2.1862428,Marquesina (x2),62 96 97 104 N3 
1242,Pg de Valldaura-Pg Andreu Nin,BARCELONA,41.4395169 / 2.1829353,Marquesina,73 B16 B19 
1243,Montserrat de Casanovas-Marí,BARCELONA,41.4224556 / 2.1619477,Pal,39 
1244,Montserrat de Casanovas-Passerell,BARCELONA,41.4219956 / 2.1596071,Pal,39 
1245,Av Diagonal-Rosselló,BARCELONA,41.3971760 / 2.1622458,Pal,06 15 33 34 
1246,Gran Via-Bruc,BARCELONA,41.3922098 / 2.1715746,Pal,07 50 54 56 N1 N2 N3 
1247,València-Pau Claris,BARCELONA,41.3946788 / 2.1660634,Marquesina,43 44 N7 
1248,Rocafort-Provença,BARCELONA,41.3834688 / 2.1477589,Pal,41 
1252,Pg de la Vall d'Hebron-Basses d'Horta,BARCELONA,41.4252407 / 2.1429416,Marquesina,27 60 73 76 112 119 B16 B19 N4 
1253,Josep Tarradellas-Paris,BARCELONA,41.3864518 / 2.1430099,Pal,15 27 32 59 
1254,Gran Via-Entença,BARCELONA,41.3784269 / 2.1537532,Marquesina,09 50 56 L94 L95 N1 N13 N14 N15 N16 N17 N2 
1255,Sepúlveda-Rocafort,BARCELONA,41.3784174 / 2.1560122,Marquesina,13 55 91 141 L94 L95 
1256,Pl de Catalunya,BARCELONA,41.38768 / 2.17043,Marquesina (x2),58 N2 N3 
1257,Pl de Catalunya-Ronda Sant Pere,BARCELONA,41.3879140 / 2.1704009,Marquesina,24 
1258,Pl. Catalunya -  Andana Central,BARCELONA,41.3879170 / 2.1699187,,14 59 
1259,Collblanc-Camí de Can Roca,BARCELONA,41.3759607 / 2.1146733,Pal,15 54 N3 
1260,Gran de Gràcia-Travessera de Gràcia,BARCELONA,41.4002721 / 2.1551364,Pal,22 24 28 87 N4 
1261,Gran de Gràcia-Metro Fontana,BARCELONA,41.4018504 / 2.1533077,Pal,22 24 28 114 87 N4 
1262,Via Augusta-Travessera de Gràcia,BARCELONA,41.3990109 / 2.1529189,Marquesina,16 17 27 31 32 N5 
1263,Bruc-Còrsega,BARCELONA,41.3988436 / 2.1634108,Marquesina,20 45 47 N6 
1264,Villarroel-Hospital Clínic,BARCELONA,41.3893886 / 2.1511102,Marquesina,14 59 63 N12 N7 
1265,Pg de Sant Joan-Rosselló,BARCELONA,41.4013179 / 2.1667679,Pal,15 55 N4 
1266,Rocafort-Jardins de Montserrat,BARCELONA,41.3850950 / 2.1456099,Pal,41 
1267,Calàbria-Provença,BARCELONA,41.3851415 / 2.1479899,Pal,41 
1268,Muntaner-Còrsega,BARCELONA,41.3912031 / 2.1533380,Marquesina,54 58 64 66 N3 N8 
1269,Marina-Av Gaudí,BARCELONA,41.4049677 / 2.1739914,Marquesina,10 N0 
1270,Rda. Sant Antoni - ' Mercat de Sant Antoni ',BARCELONA,41.3792479 / 2.1632767,Marquesina,24 64 120 N6 
1271,Pl de Catalunya-Bergara,BARCELONA,41.3865938 / 2.1695587,Marquesina (x2),09 N11 N9 
1272,Pl. Catalunya - (FNAC),BARCELONA,41.3868370 / 2.1692312,Marquesina (x2),N1 N12 N15 
1273,Llull-Rambla del Poblenou,BARCELONA,41.4001078 / 2.2010529,Marquesina,26 36 71 141 N6 
1274,Pujades-Rambla del Poblenou,BARCELONA,41.4021359 / 2.2011437,Marquesina,36 71 141 192 N6 
1277,Roc Boronat-Doctor Trueta,BARCELONA,41.3977068 / 2.2013586,Pal,36 
1278,Marina-Doctor Trueta,BARCELONA,41.3909550 / 2.1922549,Pal,10 14 41 N0 
1279,Av Elies Pagès,BARCELONA,41.4284048 / 2.1329037,Pal,112 
1281,Ramon Trias Fargas-Ronda Litoral,BARCELONA,41.3863153 / 2.1958862,,45 
1282,Pg Marítim-Andrea Dòria,BARCELONA,41.3803500 / 2.1928742,Marquesina,36 45 57 59 157 N8 
1283,Pg Marítim-Platja de la Barceloneta,BARCELONA,41.3805547 / 2.1931634,Pal,36 45 57 59 157 N8 
1284,Pg Marítim-Hospital del Mar,BARCELONA,41.3831945 / 2.1946102,Marquesina,36 45 57 59 157 N8 
1285,Ramon Trias Fargas-Pg Marítim,BARCELONA,41.3860034 / 2.1962933,,59 
1286,Ramon Trias Fargas-Torrevieja,BARCELONA,41.3862013 / 2.1960322,Marquesina,36 N8 
1289,La Rambla-Pl del Teatre,BARCELONA,41.3787686 / 2.1756524,Pal,14 59 N12 N15 N9 
1290,La Rambla-Liceu,BARCELONA,41.3816534 / 2.1731118,Pal,14 59 N12 N15 N9 
1291,La Rambla-Palau Moja,BARCELONA,41.3837391 / 2.1715004,Marquesina,14 59 N12 N15 N9 
1292,La Rambla-Palau de la Virreina,BARCELONA,41.3748960 / 2.1700320,Pal,14 59 91 N12 N15 N9 
1294,Pg. Colom - ' Cap. General ',BARCELONA,41.3764242 / 2.1775407,Marquesina,N0 N12 N15 N9 
1296,La Rambla-Font de Canaletes,BARCELONA,41.3850945 / 2.1701590,Pal,14 59 91 N12 N15 N9 
1297,Temple Expiatori de La Sagrada Família,BARCELONA,41.4029359 / 2.1746573,Marquesina,19 33 34 43 44 50 51 B20 B24 N1 N7 
1298,Gran Via-Sardenya,BARCELONA,41.3988067 / 2.1803893,Marquesina,06 07 56 62 B21 N2 N3 
1299,Av Mare de Déu de Montserrat-Pl Sanllehy,BARCELONA,41.4132333 / 2.1607925,Pal,24 92 
1300,Pi i Margall-Pl Alfons el Savi,BARCELONA,41.4113267 / 2.1644896,Pal,92 114 
1301,Pi i Margall-Sardenya,BARCELONA,41.4098293 / 2.1643158,Pal,55 114 
1302,Av Meridiana-Sardenya,BARCELONA,41.3923420 / 2.1870423,Marquesina,14 40 41 42 141 B25 N11 
1304,Conca-Sant Antoni Maria Claret,BARCELONA,41.4144458 / 2.1791633,Pal,15 
1305,Pg Maragall-Indústria,BARCELONA,41.4151246 / 2.1807861,Marquesina,19 20 45 47 50 51 N1 N4 
1306,Padilla-Indústria,BARCELONA,41.4090911 / 2.1728839,Pal,10 
1307,Pg de Sant Joan-Travessera de Gràcia,BARCELONA,41.4039187 / 2.1632592,Pal,55 N6 
1308,Independència-St Antoni M Claret,BARCELONA,41.4127919 / 2.1769886,Pal,35 
1309,Espronceda-Sant Antoni Maria Claret,BARCELONA,41.4201440 / 2.1849554,Pal,71 
1310,Gran Via-Santa Dorotea,BARCELONA,41.3718002 / 2.1449802,Marquesina (x2),09 37 46 65 79 91 109 165 L70 L72 L80 L81 L86 L87 L94 L95 N13 N15  
1311,Rocafort-Gran Via,BARCELONA,41.3784019 / 2.1544609,Pal,41 
1313,Via Augusta-Tres Reis,BARCELONA,41.4041571 / 2.1180278,Pal,30 66 130 N8 
1314,Josep Sangenís-Dante Alighieri,BARCELONA,41.4252591 / 2.1520725,Pal,19 
1315,Josep Sangenís-Santa Gemma,BARCELONA,41.4240217 / 2.1488255,Pal,19 
1316,Av Mare de Déu de Montserrat-Praga,BARCELONA,41.4142211 / 2.1623367,Pal,31 32 39 55 74 114 N0 N6 
1317,Sant Antoni Maria Claret-Sardenya,BARCELONA,41.4066630 / 2.1681884,Marquesina,15 20 45 47 N4 
1318,València-Av Diagonal,BARCELONA,41.4007301 / 2.1740912,Marquesina,19 33 34 43 44 50 51 B20 B24 N1 N7 
1319,Gran Via-Nàpols,BARCELONA,41.3961088 / 2.1772885,Marquesina,06 07 56 62 B21 N2 N3 N9 
1321,Mare de Déu de la Salut-Hospital de l'Esperança,BARCELONA,41.4103879 / 2.1549152,,116 
1323,Pg de la Zona Franca-Sant Eloi,BARCELONA,41.3548096 / 2.1432029,Marquesina (x2),09 23 37 109 N1 
1324,Santa Rosalia-Sant Dalmir,BARCELONA,41.4233026 / 2.1488286,Pal,19 119 N4 
1325,La Rambla-Centre d'Art Santa Mònica,BARCELONA,41.3778266 / 2.1758565,Marquesina,14 59 91 N12 N15 N9 
1326,Av Paral·lel-Drassanes,BARCELONA,41.3747832 / 2.1750649,Pal,20 21 36 57 64 91 157 N0 N6 
1327,Pi i Margall-Secretari Coloma,BARCELONA,41.4096179 / 2.1639895,Marquesina,55 92 114 N6 
1328,Camèlies-Secretari Coloma,BARCELONA,41.4112479 / 2.1595692,Pal,31 32 39 74 N0 N6 
1329,Providència-Pi i Margall,BARCELONA,41.4103662 / 2.1635462,Pal,39 
1330,Camèlies-Ca L'alegre de Dalt,BARCELONA,41.4108042 / 2.1587212,Marquesina,24 N0 N6 
1331,Fontrodona-El Molino,BARCELONA,41.3749002 / 2.1673250,Pal,24 
1332,Parlament-Comte Borrell,BARCELONA,41.3771705 / 2.1635913,Pal,37 120 121 
1333,Indústria-Independència,BARCELONA,41.4124461 / 2.1782546,Pal,15 50 51 117 
1335,Escorial-Pl Joanic,BARCELONA,41.4061552 / 2.1625502,Marquesina,39 114 116 N6 
1338,Segre-Sant Adrià,BARCELONA,41.4336227 / 2.1924456,Marquesina,11 35 40 B20 B22 N9 
1339,Dublín-Av Meridiana,BARCELONA,41.4286541 / 2.1851733,Marquesina,11 26 34 36 B22 
1340,Av Meridiana-Riera de Sant Andreu,BARCELONA,41.4355360 / 2.1844576,Marquesina,62 96 126 N3 
1341,Bartrina-Pont del Dragó,BARCELONA,41.4395740 / 2.1861713,Pal,62 96 126 N3 
1342,Pl de Mossèn Clapés,BARCELONA,41.4420408 / 2.1874903,Marquesina,62 73 96 B16 B19 N3 
1344,Rambla de l'Onze de Setembre-Santa Coloma,BARCELONA,41.4302040 / 2.1931581,Pal,11 26 34 36 126 
1345,Pg Maragall-Segle XX,BARCELONA,41.4228395 / 2.1784498,Marquesina,19 45 47 50 51 117 N1 N4 
1347,Les Agudes 27,BARCELONA,41.4636810 / 2.1783711,Pal,104 
1348,Les Agudes-Fusters,BARCELONA,41.4638913 / 2.1751894,Pal,104 
1351,Rovira i Virgili-Parc de la Pegaso,BARCELONA,41.4279768 / 2.1891940,Marquesina,11 26 34 36 B22 
1352,Balmes-Bertran,BARCELONA,41.4048495 / 2.1402605,Pal,17 131 N5 
1353,Balmes-El Putget,BARCELONA,41.4061991 / 2.1390456,Marquesina,17 N5 
1354,Balmes-Castanyer,BARCELONA,41.4075248 / 2.1383724,Marquesina,17 N5 
1358,Av Tibidabo-Josep Maria Florensa,BARCELONA,41.4130477 / 2.1349130,Pal,73 196 
1359,Av Tibidabo-Pg Sant Gervasi,BARCELONA,41.4105732 / 2.1367298,Pal,73 
1360,Pl Bonanova,BARCELONA,41.4066441 / 2.1337955,Pal,22 58 75 
1362,Badal (Càceres-Sants),BARCELONA,41.3748250 / 2.1325118,Pal,70 
1363,Rambla de Brasil (Av. Madrid-Violant d´ Hungria),BARCELONA,41.37894 / 2.12902,Pal,70 
1364,Sants-Pg Sant Antoni,BARCELONA,41.3754801 / 2.1366378,Pal,30 56 57 157 N14 N2 
1365,Sants-Premià,BARCELONA,41.3754264 / 2.1393459,Marquesina,30 56 57 157 N14 N2 
1366,Villarroel-Floridablanca,BARCELONA,41.3807500 / 2.1626560,Pal,20 37 
1367,Av Paral·lel-Tamarit,BARCELONA,41.3749324 / 2.1552325,Marquesina,37 57 61 157 N0 
1368,Lleida-Tamarit,BARCELONA,41.3737764 / 2.1548308,Pal,55 
1369,Lleida-Av Paral·lel,BARCELONA,41.3743128 / 2.1543640,Pal,55 
1370,Calàbria-Av Mistral,BARCELONA,41.3772786 / 2.1584055,Marquesina,13 
1372,Pg de la Vall d'Hebron-Patronat Ribes,BARCELONA,41.4223819 / 2.1413261,Marquesina,17 19 27 60 73 119 N4 
1373,Arizala-Travessera de Les Corts,BARCELONA,41.3785626 / 2.1237020,Marquesina,54 56 57 157 N14 N2 N3 
1374,Comandant Benítez-Av Madrid,BARCELONA,41.3792029 / 2.1278329,Pal,15 
1375,Gran Via Carles III (Av. Diagonal-Sabino Arana),BARCELONA,41.3879170 / 2.1699187,Pal,70 72 75 
1376,Gran Via Carles III-Av Diagonal,BARCELONA,41.3875855 / 2.1269938,Marquesina,L12 
1377,Equador-Taquigraf Serra,BARCELONA,41.3866240 / 2.1394958,Pal,30 43 78 
1378,Gran Via Carles III-Mejía Lequerica,BARCELONA,41.3842559 / 2.1272672,Pal,59 70 72 75 L12 
1379,Gran Via Carles III-Av Madrid,BARCELONA,41.3800216 / 2.1292617,Pal,70 75 
1380,Numància-Av Diagonal,BARCELONA,41.3891192 / 2.1328944,Marquesina,30 66 78 N0 
1381,Entença-Montnegre,BARCELONA,41.3884941 / 2.1395785,Pal,30 66 78 N0 
1382,Estació de França,BARCELONA,41.3844566 / 2.1851474,Pal,14 39 51 
1385,Providència-Torrent de les Flors,BARCELONA,41.4079427 / 2.1589614,Pal,39 
1386,Aribau-Av Diagonal,BARCELONA,41.3951869 / 2.1505104,Marquesina,31 58 64 N8 
1387,Via Augusta-Pl Gal·la Placídia,BARCELONA,41.3988698 / 2.1527034,Marquesina,22 24 28 N4 
1388,Pg de Sant Joan-Sant Antoni Maria Claret,BARCELONA,41.4044979 / 2.1633079,Pal,39 55 N6 
1389,Via Augusta-Sèneca,BARCELONA,41.3965862 / 2.1553099,Pal,16 17 N5 
1390,Balmes-Laforja,BARCELONA,41.3992161 / 2.1504265,Pal,16 17 27 31 32 N5 
1391,Gran de Gràcia-Jesús,BARCELONA,41.3983981 / 2.1573409,Pal,22 24 28 N4 
1392,Muntaner-Via Augusta,BARCELONA,41.3986075 / 2.1435351,Pal,58 64 N8 
1393,Muntaner-Madrazo,BARCELONA,41.3969343 / 2.1457613,Marquesina,58 64 N8 
1394,Torrent de l'Olla-Astúries,BARCELONA,41.4034994 / 2.1557119,Pal,39 114 
1395,Lepant-Travessera de Gràcia,BARCELONA,41.4095465 / 2.1699554,Marquesina,10 92 N0 
1396,Lepant-Ronda Guinardó,BARCELONA,41.4117395 / 2.1670441,Marquesina,10 92 N0 
1397,Av Tibidabo-Carrer número 15,BARCELONA,41.4154552 / 2.1294548,Pal,196 
1399,Mare de Déu del Port (Cementiri Can Tunis),BARCELONA,41.3879170 / 2.1699187,Pal,21 
1400,Cantunis,BARCELONA,41.3458440 / 2.1327780,Pal,107 
1402,Pg de Fabra i Puig-Torrent Can Mariner,BARCELONA,41.4321553 / 2.1631170,,185 
1403,Pg de Fabra i Puig-Canfranc,BARCELONA,41.4306084 / 2.1659878,Pal,71 
1404,Pg de Fabra i Puig-Petrarca,BARCELONA,41.4304308 / 2.1662943,Pal,71 
1405,Rambla de Guipúscoa-Agricultura,BARCELONA,41.4184585 / 2.1995679000000337,Marquesina,33 43 44 B24 N8 
1407,Dante Alighieri-Pantà de Tremp,BARCELONA,41.4261086 / 2.1546253,Pal,19 86 87 N4 
1408,Pare Pérez del Pulgar-Pare Manjon,BARCELONA,41.4543938 / 2.1908651,Pal,11 40 
1409,Pare Pérez del Pulgar-Peníscola,BARCELONA,41.4534821 / 2.1895579,Pal,11 40 
1410,Dante Alighieri-Tolrà,BARCELONA,41.4272601 / 2.1563216,Pal,19 86 87 N4 
1412,Av Mare de Déu de Montserrat-Torre Pardals,BARCELONA,41.4217309 / 2.1743122,Marquesina,31 32 74 N6 
1413,Av de Pedralbes-Tòquio,BARCELONA,41.3901208 / 2.1191128,Pal,63 78 
1414,Josep Tarradellas-Numància,BARCELONA,41.3812055 / 2.1421225,Pal,27 32 
1418,Pg de Santa Coloma-Baró de Viver,BARCELONA,41.4486095 / 2.1997747,Marquesina,11 35 60 B16 B19 B20 N9 
1419,Pg de Santa Coloma-Nus de la Trinitat,BARCELONA,41.4464474 / 2.1936104,Marquesina,11 35 60 B16 B19 B20 N9 
1420,Pg de Torras i Bages-'Casa Bloc',BARCELONA,41.4414215 / 2.1908040,Marquesina,73 B20 N9 
1424,Costa Pacheco 26,BARCELONA,41.4281436 / 2.1312825,Pal,112 
1425,Av Diagonal-Tuset,BARCELONA,41.3952412 / 2.1539744,Pal,06 07 15 27 32 33 34 
1426,Calvet-Tenor Viñas,BARCELONA,41.3960478 / 2.1418374,Pal,14 68 N7 
1427,Pg de la Vall d'Hebron-Ctra d'Horta,BARCELONA,41.4380150 / 2.1532025,Marquesina,27 60 76 B16 B19 
1428,Ctra d'Horta-Av Estatut de Catalunya,BARCELONA,41.4374692 / 2.1535238,Pal,45 102 185 
1429,Pg de la Vall d'Hebron-Col·legi Sant Joan Bosco,BARCELONA,41.4365404 / 2.1496371,Marquesina,27 60 73 76 B16 B19 N4 
1430,Av Estatut de Catalunya-Porto,BARCELONA,41.3879170 / 2.1699187,Pal,10 
1431,Av Cardenal Vidal i Barraquer-Jorge Manrique,BARCELONA,41.4316216 / 2.1510956,Pal,10 
1432,Av Meridiana-Mallorca,BARCELONA,41.4128536 / 2.1870732,Pal,62 N3 
1435,Sant Adrià-Sas,BARCELONA,41.4361636 / 2.2037327,Pal,11 73 B22 B23 
1436,Sant Adrià-Ciutat d'Asunción,BARCELONA,41.4359050 / 2.2016162,Marquesina,11 73 B22 B23 
1437,Via Júlia-Turó Blau,BARCELONA,41.4393242 / 2.1755362,Marquesina,50 51 76 N1 80 81 
1438,Collblanc - Torre Melina,BARCELONA,41.3760202 / 2.1116138,Pal,57 157 158 N14 
1440,Pg de la Vall d'Hebron-Scala Dei,BARCELONA,41.4391291 / 2.1578009,Marquesina,27 60 73 76 B16 B19 N4 
1441,Pg de la Vall d'Hebron-Cementiri d'Horta,BARCELONA,41.4397601 / 2.1583664,Marquesina,27 60 73 76 185 B16 B19 N4 
1443,Pl del Doctor Andreu-Funicular del Tibidabo,BARCELONA,41.4164850 / 2.1308075,Pal,196 
1444,Parc Municipal Font del Racó,BARCELONA,41.4155495 / 2.1296918,Pal,196 
1445,Av. Tibidabo (Parc Municipal-Font Racó),BARCELONA,41.3879170 / 2.1699187,, 
1446,Pg Guayaquil-Lima,BARCELONA,41.4392965 / 2.2080711,Pal,11 73 
1447,Ctra del Carmel-Pasteur,BARCELONA,41.4171677 / 2.1585803,Pal,24 92 
1448,Ctra del Carmel-Mühlberg,BARCELONA,41.4179472 / 2.1577441,Pal,24 92 
1449,Ctra del Carmel-Gran Vista,BARCELONA,41.4181762 / 2.1574039,Pal,24 92 
1450,Rambla de Guipúscoa-Puigcerdà,BARCELONA,41.4210377 / 2.2030250,Marquesina,33 43 44 B24 N8 
1451,Rambla de Guipúscoa-Cantàbria,BARCELONA,41.4199058 / 2.2021111,Pal,33 43 44 B24 N8 
1453,Pg Guayaquil-Arbeca,BARCELONA,41.4395342 / 2.2081300,Pal,11 42 73 
1454,Caracas-Pl Fra Juníper Serra,BARCELONA,41.4393554 / 2.2036549,Marquesina,42 N8 
1455,Ciutat d'Asunción-Potosí,BARCELONA,41.4423910 / 2.1997320,Pal,11 42 60 73 N8 
1463,Rda. Sant Pere - Pl. Urquinaona,BARCELONA,41.3886229 / 2.1714812,Marquesina,B25 N11 
1464,Rda. Sant Antoni - ' Mercat de Sant Antoni ',BARCELONA,41.3792479 / 2.1632767,Marquesina,20 37 64 120 N6 
1466,Còrsega-Hospital Clínic,BARCELONA,41.3896376 / 2.1500786,Marquesina,54 59 66 N3 
1467,París-Comte d'Urgell,BARCELONA,41.3895055 / 2.1478481,Marquesina,54 66 N3 
1468,Gran Via-Villarroel,BARCELONA,41.3828680 / 2.1591564,Pal,09 50 56 N1 N12 N13 N14 N15 N16 N17 N2 
1469,Gran Via-Comte d'Urgell,BARCELONA,41.3817937 / 2.1582478,Marquesina,09 50 56 L94 L95 N1 N13 N14 N15 N16 N17 N2 A2 
1470,Sant Adrià - Tte. Estadella,BARCELONA,41.3879170 / 2.1699187,Marquesina,B22 
1471,Sant Adrià - Fra. J. Serra,BARCELONA,41.4332788 / 2.2033118,Pal,B22 
1472,Av Tibidabo-Josep Garí,BARCELONA,41.4151392 / 2.1335198,Pal,196 
1473,Av Tibidabo-Lluís Muntadas,BARCELONA,41.4154309 / 2.1313309,Pal,196 
1474,Arquitecte Moragas-Jorge Manrique,BARCELONA,41.4327169 / 2.1474991,Pal,10 
1476,Pla del Palau-Pas de Sota Muralla,BARCELONA,41.3821234 / 2.1841617,Pal,36 39 57 59 64 120 157 N0 N6 
1477,Pas de Sota Muralla-Pl Pau Vila,BARCELONA,41.3812064 / 2.1844683,Pal,17 45 N8 
1478,Dr. Aiguader - Carbonell,BARCELONA,41.3829288 / 2.1871752,Marquesina,N0 N6 
1479,Port Vell-R C Nàutic,BARCELONA,41.3772658 / 2.1834668,Pal,19 40 
1480,Port Vell,BARCELONA,41.3756089 / 2.1821445,Pal,19 
1481,Port Vell-R C Marítim,BARCELONA,41.3763859 / 2.1744740,Pal,19 40 
1482,Maremagnum,BARCELONA,41.3754049 / 2.1819846,,40 
1483,Port Vell-Imax,BARCELONA,41.3773697 / 2.1836277,Pal,19 40 
1484,Jordi Girona-Tinent Coronel Valenzuela,BARCELONA,41.3876216 / 2.1143688,Marquesina,33 60 
1487,Via Favència-Lucena,BARCELONA,41.4448701 / 2.1759088,Pal,60 127 
1488,Villarroel-Mercat del Ninot,BARCELONA,41.3868903 / 2.1545030,Marquesina,14 20 37 59 N12 
