ID,PRICE(€),SIZE(m^2)
38006728,1650000,235
38713268,1150000,223
38507234,919000,200
38456497,1590000,272
38243947,750000,139
33879425,1275000,273
33103073,2750000,265
33099372,1200000,296
37742650,850000,120
36897038,1150000,223
27701133,1250000,260
38743794,1260000,256
38770787,750000,140
37590313,650000,183
35531361,3200000,609
37684859,1150000,280
38760544,690000,130
38677385,650000,183
37580593,1300000,260
38652870,1500000,289
38573274,1500000,240
38520876,950000,200
36551276,1650000,233
38701832,950000,192
38278734,920000,200
36647537,1590000,280
38116683,919000,200
37025251,540000,124
37578843,1690000,279
38104397,1700000,319
37632764,650000,134
38354698,1590000,210
37147690,1855000,240
36927692,2750000,285
36825876,1250000,185
36147639,1350000,200
36178081,685000,86
32236382,1650000,232
38803370,1140000,237
37669000,1760000,265
37186777,1275000,250
38799677,1100000,195
38789324,1690000,300
37593443,1150000,280
36174714,830000,200
38790227,1145000,223
38731095,675000,135
38757564,2500000,300
30666511,990000,200
38735210,1590000,200
38775142,750000,139
38461186,1550000,310
38671091,2000000,220
36975960,530000,116
36179458,600000,98
36179354,1150000,97
37321849,1150000,280
36884880,635000,134
33676400,1650000,293
35609715,525000,60
35609467,475000,59
33331337,990000,183
32912298,1380000,255
30186674,1699000,319
38666326,3200000,609
37599704,1000000,186
34043972,1625000,232
38110450,1250000,206
37970022,439000,79
35613430,750000,84
34826280,3300000,600
38664734,1590000,204
36023062,3200000,600
37541132,830000,236
36772947,1590000,210
34800055,1275000,329
38697097,919000,201
38538615,650000,90
38479233,950000,200
37341593,2750000,280
38213767,4100000,299
33262664,1650000,260
37757116,1250000,225
37674864,899000,152
37020462,2300000,325
36903281,2700000,300
36315159,1150000,97
36315153,730000,90
36315152,600000,97
34902923,1800000,273
32407682,1275000,273
32203669,2750000,285
36702709,2750000,284
38733990,1260000,224
38731016,900000,152
37668573,990000,205
37029015,730000,90
36673310,975000,155
38709435,1260000,224
38328458,1080000,180
37536248,1690000,300
37404215,3200000,609
36587466,1275000,225
32944761,795000,160
38707428,650000,183
38614728,750000,120
38543245,1150000,280
38002452,510000,60
37934414,1250000,153
36709948,1590000,280
38446089,690000,158
36938908,1250000,175
37193633,1650000,232
35198135,1650000,230
38597254,1095000,113
38194532,950000,187
37403385,990000,200
38656051,1450000,200
38154373,1435000,230
37972797,650000,115
37601586,1250000,165
37188233,950000,200
30709584,3200000,609
36815090,1350000,250
35714352,450000,60
35486700,690000,125
35427541,1800000,290
33237906,700000,80
31069053,3200000,609
38196693,700000,115
38499260,1590000,269
31673605,1275000,273
28193973,1050000,300
38693540,1490000,291
38124840,1450000,230
37533177,1500000,285
33541877,1650000,233
33541815,970000,170
38564573,1450000,215
38693055,1200000,165
35215180,990000,170
38248223,495000,85
36586844,950000,185
27028284,2200000,250
38298917,750000,125
36816298,1550000,320
29762842,1295000,880
38339141,970000,180
36689704,1575000,260
36312003,660000,111
38200846,935000,125
37558207,4500000,750
38810976,1690000,279
38656992,1500000,210
