ID,PRICE(€),SIZE(m^2)
36944961,605000,150
36681150,550000,107
37712979,265000,62
37524526,350000,79
38570630,570000,150
37246374,1490000,450
38143860,295000,85
38244453,570000,150
38162119,262000,61
38651876,550000,195
38651871,505000,131
37847633,230000,90
37352530,550000,100
38245365,550000,100
29600182,349000,107
37940348,315000,80
37246654,245000,55
36176179,585000,226
37816830,315000,80
38799695,550000,195
38786322,570000,150
38794188,380000,100
38796427,495000,133
38786393,249000,85
38786340,249000,85
38335712,570000,150
38712734,570000,150
38236716,570000,120
38234315,570000,150
38239375,570000,150
38566558,185000,60
38233637,570000,150
38774974,398000,109
38256341,570000,150
38603487,570000,150
38762940,225000,72
38733459,295000,110
36512486,495000,107
38455915,240000,90
38537827,220000,60
38243819,570000,150
38238571,570000,150
38757799,455000,140
38732671,420000,90
38194401,269000,81
38246090,570000,150
38745514,270000,77
37765415,650000,193
37760202,630000,120
38620433,425000,70
38064481,505000,132
38405357,532000,110
37598123,1490000,470
38793385,323000,80
38754010,450000,89
38254008,270000,77
38188061,270000,84
37811663,1490000,400
37084699,1490000,505
38471934,309000,103
38615924,270000,77
38647185,295000,73
38237997,399500,112
38474609,270000,77
38005996,185000,60
38574077,570000,150
38426454,340000,96
38421593,270000,77
38333869,270000,77
38244424,270000,77
38182042,275000,84
38157292,315000,100
38495267,214000,70
38424989,270000,77
37488676,265000,95
37075093,280000,155
38243241,590000,150
38519184,295000,86
38341863,275000,84
38303593,270000,84
38230456,375000,65
38772606,215000,70
38604090,590000,150
38254561,270000,77
38082563,270000,77
37805710,312000,75
38144052,192000,58
38717321,130000,115
38511699,475000,120
38168218,315000,76
37953900,249000,138
38622566,270000,77
38350704,560000,100
35172653,390000,67
38476814,270000,77
38234549,590000,150
38108677,325000,107
38692656,295000,70
38440238,295000,75
37778372,325000,107
36783528,235000,55
35229052,445000,110
37997118,315000,85
37412754,275000,84
36165031,455000,90
38351286,380000,104
36344276,310000,80
29671419,380000,103
