ID,PRICE(€),SIZE(m^2)
37276551,152000,35
37578416,390000,87
38605937,700000,140
37586206,695000,125
36094216,670000,130
38282346,399000,87
37434246,275000,68
32090251,1150000,197
37590319,468150,119
38476165,795000,146
38530478,315000,90
36405429,550000,115
37897497,315000,79
38568154,645000,115
38484484,645000,120
37173821,442000,80
38109716,428000,96
38109430,770000,140
38103569,840000,133
36148917,670000,130
35542435,1150000,228
38561023,339000,86
36601336,518000,127
36739183,340000,86
36426915,1150000,197
38115541,440000,75
37383604,320000,79
32760945,1200000,228
36944582,276000,72
37332247,1150000,228
36938647,1150000,245
38809582,1165000,209
38782269,250000,73
298567,420708,92
32311540,1150000,200
38761427,320000,80
38557557,895000,146
38557548,390000,93
38079851,220000,70
38728030,670000,145
38185139,335000,57
33940133,485000,125
38185125,310000,57
38185138,329000,57
38185081,530000,133
38185127,316000,57
38185123,304000,57
38185126,323000,57
38185124,317000,57
38656658,258000,70
38052504,384000,98
38775485,220000,70
38561101,265000,55
38776814,235000,78
37962286,1095000,248
38560193,340000,86
36971089,320000,70
37309771,498000,146
33305599,1150000,197
38741542,340000,86
38653942,660000,137
38487369,430000,120
38442648,1150000,210
37633509,1150000,209
37537404,600000,150
37383997,284000,75
37314639,450000,126
34729451,1150000,228
38581917,394500,81
38339879,700000,145
38384423,435000,110
38003283,1150000,204
37299475,1150000,197
36414572,1150000,197
35926625,1150000,197
32227448,1150000,224
38728371,290000,75
38170642,355000,90
36900362,478000,146
38542616,435000,110
38263355,275000,49
38203121,1149000,257
38194905,621000,114
38185102,715000,111
38181108,475000,94
38146610,280000,50
35787406,1150000,228
33268256,489000,113
38701192,445000,100
38698145,235000,78
38599039,339000,86
38547338,475000,115
38124037,475000,115
37998972,250000,70
30505332,430000,96
38653039,645000,115
38616412,236500,81
38379736,450000,110
38117732,439000,96
37924168,340000,114
37846254,280000,55
37729777,670000,145
37514590,450000,126
38735203,394500,85
38645192,394500,81
37581664,329000,67
37505465,1150000,200
37956231,630000,120
37288720,1150000,197
35381816,260000,72
38519477,525000,109
37195348,180000,50
38067224,630000,121
37790332,1155000,209
36645341,695000,167
35153561,650000,221
1143444,642000,185
38518244,495000,140
38457507,450000,116
38146943,370000,83
37475370,340000,87
37078619,1139000,228
36522823,325000,70
32101319,1150000,238
37787812,280000,50
38572861,435000,92
38340588,645000,120
38237162,749000,150
37601064,670000,130
37640754,742000,152
36697203,235000,51
38310924,645000,120
36997107,520000,145
36514867,525000,149
38710437,688000,147
37422069,1150000,197
38367045,1150000,200
38269754,340000,102
37366945,1150000,216
37057392,1150000,180
38616692,325000,99
38497443,310000,79
38356477,645000,120
38111766,250000,70
36651975,325000,78
38573534,394500,80
36930672,478000,146
33447950,269000,87
32346439,1150000,200
38673553,279000,73
37600206,320000,95
36668671,1150000,200
38551873,340000,86
38340594,279500,84
34857227,608700,165
36601991,310000,85
38345868,295000,81
38107050,320000,70
37812504,323000,57
37812503,329000,57
37812510,310000,57
37812500,316000,57
37812499,317000,57
37697751,621000,114
37687630,715000,141
37609850,304000,57
37609846,530000,133
37609843,335000,57
38677726,1150000,225
38616981,270000,85
38406004,990000,170
37991403,320000,72
37101430,350000,85
35873438,325000,78
38368767,595000,140
38189814,550000,120
38120044,105000,50
35382316,325000,70
38117529,260000,89
28169532,430000,117
38406015,1400000,187
37220879,235000,51
38648611,715000,140
37268319,395000,91
35676551,325000,75
38443449,139000,60
36033573,249000,78
1621932,420000,90
37184264,99000,45
34971967,280000,94
