ID,PRICE(€),SIZE(m^2)
38568126,650000,146
38480821,985000,227
31054024,795000,224
37695532,410000,133
30654184,850000,174
38367237,595000,312
38664812,245000,105
37190877,945000,350
35791145,335000,130
37508067,157000,70
35718738,390000,100
38249903,850000,276
38070408,295000,110
29683659,975000,400
33522090,156000,51
38725212,770000,257
37279159,380000,156
37003648,425000,157
37003056,425000,154
38743972,275000,85
32845603,300000,120
37582367,415000,77
35435123,690000,274
38777958,269000,82
38776863,249000,96
37491234,690000,274
36702430,599000,140
35093148,1200000,360
38777063,249000,125
38131905,599000,150
34844485,845000,240
38282562,645000,180
37913604,788000,218
37547723,415000,84
37492404,825000,262
37250320,690000,286
37125892,788000,218
36421968,900000,257
38519199,440700,119
35681834,690000,274
38645614,240000,85
37067914,650000,114
38575921,480000,188
38575855,350000,101
38575778,345000,100
38575251,398000,217
37233617,945000,350
36222862,1200000,514
32802235,1200000,514
36770290,599000,100
34769017,990000,256
31275512,1200000,514
38127435,495000,165
38052765,580000,147
38642565,220000,79
38252030,599000,130
34857832,1200000,514
38556404,480000,120
38556374,350000,94
38556355,345000,93
38556262,299000,73
37109965,499000,297
36205379,788000,218
37284112,825000,262
36876301,824900,240
37246531,200000,80
35778125,322000,67
32799054,1200000,738
38165791,445000,128
37514781,157000,70
36872252,485000,160
31890193,257000,83
30339330,197700,115
37197055,319000,65
38371545,549000,163
34210064,390000,103
38106575,249000,125
38713340,300000,85
38653913,140000,42
36869451,680000,172
36623697,135000,65
37581841,284000,77
35875640,326000,72
37310358,850000,170
36314536,400000,110
1980628,975000,550
35991182,160000,55
