ID,PRICE(€),SIZE(m^2)
38370521,405000,85
38183212,820000,161
37988989,218000,67
38714687,405000,80
38762630,165000,42
38300784,156000,50
38552841,450000,113
38532620,539000,140
38731456,380000,72
37674462,259000,77
37618122,265000,94
38744719,170000,55
38264883,475000,125
38545958,249000,80
38528760,325000,109
37608533,205000,105
38530465,179500,50
38530561,218000,61
38112022,420000,112
38282298,189000,55
38379975,380000,145
38113629,625000,154
37092092,238000,98
36387009,184000,51
38787025,450000,115
38041808,399000,120
38770116,170000,74
38787176,229000,50
38484571,450000,113
38495959,240000,50
38370521,405000,85
38183212,820000,161
37988989,218000,67
38714687,405000,80
38762630,165000,42
38300784,156000,50
38552841,450000,113
38532620,539000,140
38731456,380000,72
37674462,259000,77
37618122,265000,94
38744719,170000,55
38264883,475000,125
38545958,249000,80
38528760,325000,109
37608533,205000,105
38530465,179500,50
38530561,218000,61
38112022,420000,112
38282298,189000,55
38379975,380000,145
38113629,625000,154
37092092,238000,98
36387009,184000,51
38787025,450000,115
38041808,399000,120
38770116,170000,74
38787176,229000,50
38484571,450000,113
38495959,240000,50
38370521,405000,85
38183212,820000,161
37988989,218000,67
38714687,405000,80
38762630,165000,42
38300784,156000,50
38552841,450000,113
38532620,539000,140
38731456,380000,72
37674462,259000,77
37618122,265000,94
38744719,170000,55
38264883,475000,125
38545958,249000,80
38528760,325000,109
37608533,205000,105
38530465,179500,50
38530561,218000,61
38112022,420000,112
38282298,189000,55
38379975,380000,145
38113629,625000,154
37092092,238000,98
36387009,184000,51
38787025,450000,115
38041808,399000,120
38770116,170000,74
38787176,229000,50
38484571,450000,113
38495959,240000,50
38370521,405000,85
38183212,820000,161
37988989,218000,67
38714687,405000,80
38762630,165000,42
38300784,156000,50
38552841,450000,113
38532620,539000,140
38731456,380000,72
37674462,259000,77
37618122,265000,94
38744719,170000,55
38264883,475000,125
38545958,249000,80
38528760,325000,109
37608533,205000,105
38530465,179500,50
38530561,218000,61
38112022,420000,112
38282298,189000,55
38379975,380000,145
38113629,625000,154
37092092,238000,98
36387009,184000,51
38787025,450000,115
38041808,399000,120
38770116,170000,74
38787176,229000,50
38484571,450000,113
38495959,240000,50
38370521,405000,85
38183212,820000,161
37988989,218000,67
38714687,405000,80
38762630,165000,42
38300784,156000,50
38552841,450000,113
38532620,539000,140
38731456,380000,72
37674462,259000,77
37618122,265000,94
38744719,170000,55
38264883,475000,125
38545958,249000,80
38528760,325000,109
37608533,205000,105
38530465,179500,50
38530561,218000,61
38112022,420000,112
38282298,189000,55
38379975,380000,145
38113629,625000,154
37092092,238000,98
36387009,184000,51
38787025,450000,115
38041808,399000,120
38770116,170000,74
38787176,229000,50
38484571,450000,113
38495959,240000,50
38370521,405000,85
38183212,820000,161
37988989,218000,67
38714687,405000,80
38762630,165000,42
38300784,156000,50
38552841,450000,113
38532620,539000,140
38731456,380000,72
37674462,259000,77
37618122,265000,94
38744719,170000,55
38264883,475000,125
38545958,249000,80
38528760,325000,109
37608533,205000,105
38530465,179500,50
38530561,218000,61
38112022,420000,112
38282298,189000,55
38379975,380000,145
38113629,625000,154
37092092,238000,98
36387009,184000,51
38787025,450000,115
38041808,399000,120
38770116,170000,74
38787176,229000,50
38484571,450000,113
38495959,240000,50
