ID,PRICE(€),SIZE(m^2)
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
38103579,1490000,196
36171222,1100000,180
38480810,1075000,180
38645211,830000,180
38734762,815000,151
35062712,4200000,401
37124884,1495000,273
37380300,1280000,220
35639754,1850000,307
38543271,1850000,280
38613965,1750000,202
38484782,1750000,285
38744549,595000,120
36620722,5950000,707
33529502,2400000,350
38614876,295000,36
38132381,625000,104
37469655,970000,133
34759050,790000,130
28750091,2450000,376
37952587,1470000,240
36801415,2490000,1.180
32268280,3600000,550
38657095,1595000,263
38568159,715000,117
38540645,780000,124
38508668,1150000,185
38424838,3700000,450
38301500,1600000,255
38278608,2750000,470
